arm,answer_accuracy_mean,answer_accuracy_std,probe_trunk_f1_mean,probe_trunk_f1_std,probe_branch_a_f1_mean,probe_branch_a_f1_std,entropy_z0_mean,entropy_z0_std,entropy_z1_mean,entropy_z1_std,entropy_z2_mean,entropy_z2_std,entropy_z3_mean,entropy_z3_std,entropy_z4_mean,entropy_z4_std,entropy_z5_mean,entropy_z5_std,entropy_z6_mean,entropy_z6_std,gate_mean_z0_mean,gate_mean_z0_std,gate_mean_z1_mean,gate_mean_z1_std,gate_mean_z2_mean,gate_mean_z2_std,gate_mean_z3_mean,gate_mean_z3_std,gate_mean_z4_mean,gate_mean_z4_std,gate_mean_z5_mean,gate_mean_z5_std,gate_mean_z6_mean,gate_mean_z6_std,gate_mean_mean,gate_mean_std,gate_std_mean,gate_std_std
dbzd_full,0.0,0.0,0.38957007045242337,0.0,0.5936129833251295,0.0,5.322229485762747,0.0,5.3219358270818535,0.0,5.321417744954427,0.0,5.3216357760959205,0.0,5.3214772542317705,0.0,5.32128185696072,0.0,5.321090221405029,0.0,1.0012530008951823,0.0,1.0028953552246094,0.0,1.0011221143934461,0.0,1.0007416054054543,0.0,0.9990522596571181,0.0,0.9969507853190104,0.0,0.9970938364664713,0.0,1.0000449732730263,0.0,0.047946841711805833,0.0
